,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,caption_1,caption_2,caption_3,caption_4,caption_5
893,-95.386734,6.0715637,-8.361098,22.913342,4.130416,25.766071,-12.147963,12.605201,-16.452284,14.078251,-7.632842,13.80217,-7.7798963,A plane sander is being used by someone in a workshop.,An electric saw is being used in the background.,Machinery is grinding against metal while some metal clangs.,"We entered the room, and an electric saw was being used in the background.",metals are being filed by a machines with a spinning blade
894,-147.2517,75.23777,-29.452522,90.25022,-24.284422,3.6693356,-1.0729046,17.845137,-32.278923,23.332703,-7.152555,10.447561,-20.815977,A person operating an electric saw outside with seagulls in the background.,Air is escaping through a restricted orifice and birds are chirping in the background.,Highly distorted electronic beeps and hums are like those in a science fiction movie.,Highly distorted beeps and hums like that in a science fiction movie.,Someone operates an electric saw while seagulls are audible in the distance.
895,-202.05724,-20.028204,-6.742852,-11.474843,-10.900916,13.316874,-13.377116,15.887711,-11.54458,14.993302,-8.143881,9.391899,-14.1747,A powerful shower is turned on and water starts to collect and drain at the plug hole.,A shower is running with water going down the drain.,Water is flowing down into the shower room,Water is going down the drain while a shower is running.,water is flowing down in the shower room
896,-262.52524,91.5376,-4.733813,6.472918,-13.6062355,-8.507699,-17.029278,7.1700335,0.42925707,1.3520765,-11.944271,4.3712316,-8.085849,A man is speaking and screams at the end.,A man is talking and then the man starts growling.,A man talks and after that he growls.,A man who speaks screams at the end of his speech.,Someone talks aggressively and then shouts with joy.
897,-132.72586,64.69585,24.907953,31.45587,-6.0382967,17.274384,-11.547948,10.393275,-15.194069,5.9854336,-13.778711,11.247475,-15.0218725,A piece of metal is being heated by machine fire and shaped,Moving and tacking a hard object on a board making a noise.,Tapping followed by silence and then two more taps.,"Tapping is first followed by silence, then by two more taps.",Wood makes popping noises as a fire burns and crackles.
898,-131.83095,185.90135,-1.2404763,14.70631,6.172556,17.170946,-3.9608877,6.9092784,-1.7187744,12.779068,-1.0112969,-3.9969215,-11.344756,A muffled random noise with light tacking from a distant object.,"Air is escaping from a machine running at a constant speed, while a object is dropped onto a hard surface.","Air is escaping from a machine running at constant speed, while a hard object is dropped onto another hard surface.",Hard objects being tapped together in the background.,The electric engine performs smoothly at a steady pace.
899,-62.81525,56.45826,-84.233154,-17.732906,-41.443787,-7.875601,-30.759201,-3.9875515,-26.582123,-0.016983187,-18.469019,5.363436,-13.573742,A washing machine is in the wash cycle.,A washing machine is running in the wash cycle.,Heavy rain falls down and splashes on a surface and into pools of water on the ground.,It is pouring rain as the rain comes out of the gutter at a fast speed.,Water running into a basin and down a drain.
900,-135.96158,200.23462,-67.39682,18.816233,15.9463825,0.85061723,2.16981,2.657847,3.0994976,-0.19828455,-0.67481947,2.060692,-4.0598097,A large vehicle passes by followed by many more.,Cars drive on a new paved highway and the cars pass by quickly.,Lots of traffic on the interstate today as many car are being passed by a truck.,Traffic on an interstate with a truck passing by some cars.,out on the highway many vehicles passing by continuously
901,-22.438248,95.53682,-57.23257,21.314453,-11.772718,6.626887,-16.149822,3.2349873,-20.20789,2.0278113,-15.182371,4.9906144,-17.821152,A car is driving down a street in the middle of a rain storm.,A heavy rain coming down next to a road with traffic noises.,Cars travelling down a highway while rain is coming down on it.,Heavy rain is hitting the ground outside today.,Rain coming down on a highway with cars travelling down it.
902,-127.774376,94.78521,-15.219137,18.359474,1.5137427,22.482006,4.9962754,11.191535,-10.944598,8.033756,-10.1022215,8.550863,-6.02214,As the night goes on it is raining hard and constantly and does not letup.,It is raining and a car goes by and soon another one approaches.,It is raining hard and constantly and does not letup.,It is raining outside as cars pass by one after the other.,Rain is falling and hitting a cloth softly.
903,-398.73517,43.251774,-14.853301,12.738077,-4.2540154,-6.8197613,-27.495823,-10.672633,-11.363911,2.3211486,0.1732294,-14.496397,-21.19446,"A cat is meowing and crying at a steady pace, without letup.",A cat is meowing repeatedly and an odd tone is cycling in the background.,"A cat meowing and crying at a steady pace, without letup.",A cat that is meowing is making different sounds.,a cat meowing repeatedly and an odd tone cycling in the background
904,-290.4789,91.26288,-2.8822637,26.42253,-3.330264,15.634907,-6.0257163,-9.360748,-33.324535,-14.228491,-21.430872,1.768748,-6.342489,A canine is in the kitchen lapping up water from a bowl.,A dog drinking water from a bowl in the kitchen.,"A dog is lapping up water, then starts lapping it up faster.","A dog starts lapping up water more slowly, but then starts doing it faster.",Liquid is being stirred and someone is breathing nearby.
905,-138.34535,162.25273,-46.22309,5.516471,-43.65877,-20.159237,-21.407661,-24.515442,-39.858192,-7.957911,-18.949686,-14.401789,-19.577385,A car pulling up and a crow making some noises.,A train passing by on a track in the middle of the night.,A train passing through a rural area on a train track,"In the middle of the night, a train passes by on the nearby track.",wildlife noises as a train approaches and passes by
906,-254.00713,148.60364,-2.454203,8.452612,1.2945206,10.809702,1.6920382,3.0911748,4.8068433,1.4120735,0.053748276,5.0849357,7.001769,A bunch of people are talking and someone gets in their car to leave and beeps at someone.,"A group of people talk while someone gets in their car to leave, beeping their horn at someone",Faint music plays in the background as a car drives through a rural area.,Men are talking loudly in a parking deck with a car horn blaring in the background.,People are speaking as others are blowing instruments and then a car horn honks.
907,-101.7515,89.239815,-43.92696,-14.244069,-45.18949,-24.113113,-29.840488,-3.021378,-24.727493,-8.182852,-32.174152,-5.6835093,-21.333946,A group of people are speaking to each other in a large crowd.,A large crowd of people chatting in a public area.,People are chatting with one another as they stroll about.,People are talking to each other and walking around.,Several people talking outside at a large gathering.
908,-353.62146,-44.68746,-58.039093,-24.476458,-49.247314,-21.561266,-38.11523,-20.129755,-32.401615,-14.990472,-29.445171,-8.503435,-23.775023,A person walks over dried leaves to make the crunch sound.,Leaves and gravel crunch under the foot of someone going for a stroll.,Shoes are moving down a path covered with twigs and leaves.,Someone steps on leaves in an area with trees.,Someone walking on top of leaves and other debris.
909,-99.08053,149.09328,-12.536436,13.453453,-23.612757,23.75936,3.9659154,10.919712,-0.42810935,16.19999,-3.4945369,8.553461,-3.3870118,A crowded room with a little clinking of glasses or bottles.,A plank being struck as people are conversing with each other.,A very small cafe in the street that is helping people.,People clink glasses and bottles in a crowded room.,Something hitting on a plank in the background and people talking
910,-122.432816,67.59863,-90.50594,4.2393312,-12.977212,-2.3699224,-19.014816,6.740106,-12.653065,6.645152,-9.68616,5.064457,-11.085054,A large crowds is applauding loudly and some can be heard cheering.,An audience or large group of people cheering and clapping and making a lot of noise throughout entire audio clip.,First there was shouting and loud clapping and then the clapping slowed down.,People clapped and cheered loudly before slowing down.,people clap and cheer loudly before slowing down
911,-112.61229,154.81483,-62.979908,-1.3448056,-18.407984,-4.982398,-21.19408,-2.0966446,-21.350286,-6.4311705,-9.42355,-10.018196,-1.9664607,A man and two little girls are talking and watching a jet aircraft take off.,A plane flies over and an excited man and then kids can be heard talking.,An excited man and two little girls talking enthusiastically while watching a jet aircraft take off.,The plane flies over a man and the kids continue talking.,"an airplane passing by, an excited male voice and a child speaking."
912,-301.3214,5.0877542,-12.468099,73.64309,-36.185932,15.53616,9.273416,39.357937,-3.4818714,19.101545,-7.247005,2.5133033,-8.177625,Birds chirping loudly overlapping frogs croaking in the background.,Birds chirping loudly overlapping the frogs croaking in the background.,Exotic birds chirp back and forth to each other while frogs croak and crickets chirp as time goes on.,Outside in nature birds singing without any change in rhythm,The birds are chirping and whistling loudly while an animal is barking in the background.
913,-127.43621,110.35247,-79.74124,-2.0305665,-52.306667,-11.382416,-19.263905,-14.788555,-29.592445,-16.835983,-33.988907,-13.10092,-17.045073,A man is announcing over a public address system in an arena and the crowd intermittently cheers.,"In a speech, someone is speaking loudly as people listen.","Someone speaking as a gun is fired, and a crowd begins to clap.","Someone talking with a gun shot being fired, then a crowd starting to clap.",The crowd in an arena cheers intermittently as a man announces over the public address system
914,-119.90058,149.2454,-22.047531,45.779213,-2.091422,13.042428,-9.48182,5.3103223,-9.554991,3.701146,-10.034002,2.7250564,-9.91797,A car drives by an ambient city noise reverberates.,Ambient city noise reverberates as a car drives by.,Cars are streaming by a slow rate of speed on roads that are wet.,Cars go by on wet streets at a pace that is slow.,The wind blows through a car window while driving on the highway.
915,-132.67065,104.59579,-123.931274,61.4713,-22.925993,16.244036,-19.855034,13.077908,-10.494327,2.3479764,-0.12482241,-6.498156,-1.6341592,Fast moving cars were approaching and leaving an area,Fast moving cars were approaching and leaving from an area.,Fast moving vehicles of various sizes are zipping passed a location on a busy road.,Someone is driving on wet roads where vehicles are passing.,Someone is driving on wet roads with vehicles passing.
916,-639.3399,-9.820668,-2.3673768,10.604439,-15.604472,7.5947485,3.5820158,-10.018062,9.536235,-3.8041325,-3.376955,6.6161857,-4.728431,A bird chirping in the foreground and a hard object striking a hard surface.,A bird chirps as a hard object strikes a hard surface.,Birds are singing while a ping pong ball is bounced once on a table,"Birds chirp and become quiet, then a knock, followed by louder chirping.","Birds chirping, then quieting, a knock then louder chirping."
917,-179.02199,-46.75702,-20.140518,-14.302732,-48.80931,10.084461,-13.866003,16.33567,-39.271904,7.39986,-4.9197946,10.025326,-16.406872,A bell is ringing continuously without any break,A metal alarm clock rings over and over for a minute.,A metal alarm clock rings repeatedly for a minute,An alarm bell rings loud and very close.,An alarm bell rings loudly and very closely
918,-186.8001,110.00197,-78.20168,17.175407,-26.777962,17.647562,-9.9115,13.0579,-9.495285,11.274622,-7.5732703,9.966382,-7.6024423,A clock radio is tuned between the dials.,A steady and constant stream of rain that does not change.,"A television set is on, but it is only broadcasting heavy static with no discernible signal.",It is a television that is on but is on the white noise channel with no signal.,Rain is pouring down and as it collects it drips down from the rooftops in larger drops.
919,-175.52612,116.92514,2.3159473,13.484812,14.357805,17.921772,7.4067736,11.537829,-3.9171405,12.17085,-0.09332033,18.998215,-1.2058777,A moving car approached and then it stopped.,A moving car approached and then stopped moving.,A flimsy engine car that is driving stops while birds are tweeting in the background.,The wind is blowing while cars drive by in the background.,Wind is blowing while cars drive by in the background.
920,-108.50811,-15.9914055,-10.84156,18.18128,-4.4995956,18.036205,-5.525468,14.755183,-8.625487,14.581065,-5.664371,17.057823,-7.0216484,A power washer is being used to clean various surfaces at different rates.,"Air sprays in one steady stream and then two shorter, air streams are added in the stream.",An industrial machine whirring inside an enclosed room.,Someone with a power washer is passing the spray over various surfaces of an object at different rates.,"Streams of air occur, one constant, two inconsistent, not in rhythm"
921,-271.63293,82.89606,-1.624338,2.7603362,-3.1444566,17.767214,-2.83614,-4.1734004,-2.8880785,9.04079,-1.7139338,-1.294081,-9.210252,"A air hose blows a few short times, then longer, then shorter again.",An air compressor machine blows its compressed air,"An air hose blows a few short times, then longer, then shorter again.",A person is manually blowing air into something.,Air being removed from an air compressor machine.
922,-362.47345,29.695408,-15.835655,6.6668434,-11.64257,2.109643,-8.421861,5.48849,-6.0860615,5.218909,-6.169282,4.3044477,-3.4204538,A clock is creaking while being wound up.,A sample of a floor creaking is being played in different keys.,Quick bursts of scratching static noises get lower and lower repeating three times from high to low,"Quick bursts of scratching, static noises fall lower while repeating high to low, and at three times.",someone is turning and winding a creaky clock
923,-153.53015,17.644253,60.96861,21.506773,-7.622908,5.1880164,0.17963247,8.789432,-13.674591,20.184351,-13.187032,9.529583,-12.571222,A jet blasting water at dishes in a dishwasher,A machine is running continuously and a clunk happens.,A machine is running continuously as a clunk happens.,A rotating automatic water sprinkler spraying water on the ground,An automatic sprinkler spins and sprays water on the ground.
924,-447.49017,116.5308,-16.232935,12.420121,-0.037170347,9.049402,-3.010816,9.6366625,-7.563832,10.050858,-9.461919,10.095535,-14.605644,"A squeaky door opened, followed by an object rolled into a building and then a door closing.","A squeaky door opening, followed by an object on wheels being rolled into a building, followed by the door closing.",A squeaky door opens and footsteps come closer.,Metal is scraping and then there is some clunking in the background.,The sound of metal scraping reverberates as there is a loud clunk in the background.
925,-175.91531,55.717796,15.443514,12.147624,-7.7339487,6.440999,-23.964914,13.372831,-18.06778,9.391276,-18.577719,4.6940036,-15.14993,A machine with a belt running at full speed.,A train moving along a track with a lightly clanging bell.,"Inside, a machine is clicking and whirring at a steady speed.",Machine operating and working at a very steady pace,it sounds like banging on metallic object like a product plant or hammer on metal
926,-192.82115,118.0543,-42.313557,21.787365,-15.134181,2.1160476,-1.6487393,7.0118704,-12.269708,7.523354,-11.354972,9.062522,-8.951149,Some people are rapping while some feet are tapping.,Someone is walking up the stairs of a school.,Someone walking along a hard surface while people talk in the background.,some kids are playing basketball in the court and talking to each other,some kids are playing basketball in the court and talking to each other in the background.
927,-277.83374,85.14435,-19.086758,13.379308,-11.447311,7.564221,-8.566913,4.486481,-6.1530085,-3.1359587,-4.836073,0.015468681,-12.594094,A dog is forcefully chewing on a bone.,A dog is chewing forcefully on a bone.,A pig in the field is snorting as it eats from the trough.,An animal is grunting and digging at a hard surface.,An animal is grunting while digging at a hard surface.
928,-561.2531,105.25258,33.01779,22.606726,12.501248,17.265053,3.4562187,4.6771207,-4.028323,0.886261,-3.8541932,2.017304,-2.206948,A dog is crunching and chewing on a large hard bone.,"A person opens a CD case, takes out the CD and puts it back inside clicking it shut.","A person opens a CD case, takes the CD out, puts it back inside and clicks it shut.",Hard objects are being dropped and moved across another hard object.,Someone is placing small hard objects on a wooden table.
929,-67.30024,156.26068,-55.913895,23.559547,-25.909203,1.5985723,-17.403952,7.3942204,-15.967706,2.3923833,-8.171679,5.4665427,-1.6928079,A vehicle passes and then the wind really whips it up.,A vehicle passes and then the wind really whips up.,"Outdoors, cars at a large circular race track.",Strong gusts of wind are evident and automobiles driving past.,The wind is blowing very strongly and cars are passing by.
930,-334.2916,190.20744,48.30873,10.856924,26.797823,17.323952,2.3239129,4.543215,9.841115,6.87042,-0.19501048,-2.3343923,-0.2858011,In a quiet environment the wind is blowing,The wind is blowing in a quiet environment,The wind is blowing on the sea in the distance.,Thunder rumbling in the sky stops as a breeze blows,Wind blows atop the sea in the far distance.
931,-265.6846,44.609043,-20.287004,11.190434,-11.250311,-2.926305,-9.484226,-1.1267684,-13.571061,1.515653,-16.388144,1.4097698,-15.369122,A person is stepping slowly atop the hard ice.,A person is walking on loose rocks below their feet while taking steps,A person is walking on loose rocks taking steps,A person is walking slowly through hard ice.,Shoes are moving across a hard surface covered with different kinds of debris.
932,-122.12465,112.8639,-50.19362,7.630167,-55.31578,-13.718334,-39.18406,-12.660783,-31.224302,-9.074357,-27.065527,-10.306736,-26.719528,A slow moving train clicks past a single gap in the rails.,A slow train clicks past a gap in the rails.,A train is going down the tracks with each train car making two thumping sounds as it passes.,The intense whirring of an engine is combined with a repeated clacking.,a train is moving over the rail while hissing steam
933,-71.528114,125.954094,-67.294914,14.37727,-10.15359,20.32587,-2.333053,4.825042,-1.4750432,5.794109,-7.5332236,9.19461,-12.944234,A ringing growing louder and more intense until it begins to slow and fade.,A ringing is growing louder and more intense until it begins to slow and fade.,An eerie whirring gets intermittently louder and softer.,"First a loud buzzing sound, then second a ringing sound combined with buzzing at the end.",There loud buzzing at first then a ringing sound is combined with the buzzing to the end.
934,-269.69418,105.095795,2.0586674,29.258776,8.847635,13.621923,0.50488657,2.8671272,3.5197084,5.327156,0.9481896,4.8397775,1.5706463,A brush is getting utilized quickly up front.,The engine of a lawn mower is revved up quite a few times.,The engine of a lawn mower is revved up repeatedly and finally the lawn mower starts.,"Despite the multiple attempts and rates of speed, the small internal combustion engine would not start.","Small internal combustion engine being turned multiple times at differing rates, but not starting."
935,-84.63206,110.47218,-37.176235,49.855396,-16.925407,16.993223,4.514708,2.2347806,-25.935251,4.2857947,-18.021038,-0.23411006,-9.739818,In the foreground is a loud grinding noise.,The copy machine in the office is old and rattling as it makes copies.,The popcorn must pop for a period of time in the microwave.,a loud grinding type noise in the foreground,some sort of machine running and clattering in a steady rhythm
936,-439.92087,46.126667,-26.182764,20.87673,-22.813028,15.308398,-18.651009,1.4322218,-13.258733,6.2920117,-13.0773,3.8331103,-8.882837,A person or animal chewing on a food that is crunchy,A person is biting and eating some crunchy food.,A person eats some crunchy food multiple times.,"Someone crunches and chews a crunchy snack, then crunches fourteen times before chewing again.",Someone chews a crunchy snack fourteen times before biting again.
937,-54.216606,27.242704,-101.11996,-16.428858,-19.115772,25.004871,-11.793953,2.4424512,-16.691042,8.602375,-7.2834296,15.936934,-6.1863117,"A crowd of people are clapping, shouting, and screaming.",A large crowd of people are talking and cheering in close surroundings.,A large group of people in the stadium cheer on their team.,"Clapping, shouting and screaming from a crowd of people.",A crowd of people cheers in a stadium.
938,-111.4678,159.66061,-25.054611,19.6588,0.90103364,19.251408,0.1248879,13.426054,-2.7907372,13.484295,-2.1420064,11.539528,-2.8912904,Birds are chirping while cars drive by on the freeway overpass.,Birds chirp while cars drive past on the freeway overpass.,It is raining and cars are passing while birds chirp.,Waves are crashing loudly while birds chirp in the background.,Waves are crashing while birds chirp in the background.
939,-73.9542,112.476776,1.0132082,3.593643,10.172936,4.8129106,-15.438299,18.077168,-16.961773,5.3659663,-12.138665,2.6018627,-11.638107,Rain coming down on the side of a busy highway overpass with construction workers talking.,Someone cleans the floor with a machine while talking to another man.,Someone is running a floor cleaning machine while a man talks to another man.,"Static in the background like a vacuum cleaner is going, and brief inaudible background talking","Static in the background like a vacuum cleaner is going, and the brief inaudible background talking"
940,-116.78469,123.285545,-12.603992,41.06544,-6.0143247,19.040485,-10.870993,10.584385,-2.3434498,10.491233,-6.566622,15.32986,-3.8592842,A horn sounds constantly while a car is scraping and stepping on a surface.,A machine with a rotating cutting wheel files metal.,An elevator being raised to the roof very slowly.,An elevator very slowly being raised to the roof.,metal is being filed by a machine with spinning cutter
941,-249.04712,178.25677,41.384647,5.8685336,-0.67529917,18.903828,-0.3025491,5.30113,-3.1385403,3.13826,-7.730253,3.095652,-4.829756,It is storming with heavy rain outside while thunder is crashing.,Rain falls in the foreground as thunder is clapping in the background.,Several cracks of thunder occur in the distance while rain falls.,Thunder claps and rumbles loudly in the distance.,Thunder rolls with a looming and deep frequency.
942,-82.62742,49.48984,3.4888752,43.689613,-29.592287,41.27365,-23.130886,23.878113,4.9707165,-5.6109157,6.3356605,18.64795,-19.433699,A long whistling sound was obscured by the wind blowing in the background.,A machine working on something spins and hums to life,A pipe hisses while static is in the background.,The hissing of a pipe as static is audible in the background.,"Through a narrow passageway, a high volume of air is moving quickly."
943,-131.81387,199.32622,-57.14918,-0.884899,-20.33633,8.848689,-11.022019,3.6228933,-6.3282747,7.4242697,-2.8905342,5.172583,-3.6404178,Consistent loud gusts of wind in a large area,Erratic wind gushing and howling through a narrow passageway.,Erratic wind were gushing and howling as the ship went through a narrow passageway.,"Wind blows through a tunnel at first quickly, but then it slows down.",Wind blows through a tunnel fast and then slow.
944,-507.1016,37.824425,13.07805,19.227768,5.6511955,19.78484,0.16357891,7.65686,-0.7306781,8.139192,-2.9330585,3.6652822,-2.0724504,"Opening a soda bottle makes the lid fall, creating a beeping sound before the soda fills a glass.","Several bottles of liquid are opened up by someone, before they begin pouring out a glass.",Someone opening several bottles of a beverage and then pouring a glass.,Three bottles being opened using a traditional bottle opener and one of them being poured out into a glass.,Three bottles opened with a bottle opener and pouring into a glass.
945,-150.2258,116.95803,-56.050056,6.050104,-7.8922863,12.296439,-8.66014,9.17008,-19.096613,-9.4941225,-9.81539,-0.08333525,-18.542332,A person is playing some string instruments as other join him in the band.,A person playing a stringed instrument as other people join him in the band.,A unique instrumental song is being played with several instruments.,A unique song is being played with several instruments.,traditional music instrument is being played with a nice tune
946,-115.42991,137.71255,-11.524697,30.550848,1.6072667,15.103806,-6.8655696,15.301584,-3.4549227,8.50752,-5.184545,9.910947,-3.5914316,A large diesel engine is shifting through its gears as it drives.,A large diesel engine shifting through its gears as it drives.,A tractor trailer takes off and changes gears several times.,It is raining and a large truck is accelerating and slowing down.,It is raining and a large truck is accelerating and then slows down.
947,-205.06427,24.267406,-70.55537,27.749163,-51.104324,-17.015789,3.6377132,-29.10429,-28.368322,25.055573,-42.812294,-9.597128,9.778244,A person walking along the ground at night with insects making loud noises.,"Insects shriek, scream and make noises in unison.","The insects shriek, scream and make noises in unison.",VERY LOUD CHORUS OF INSECTS WHILE SOMEONE SLOWLY WALKING,Walking out in nature with the frogs and the crickets singing.
948,-160.85645,108.55666,-41.76093,35.32838,-37.77251,-18.164373,-26.171806,27.860746,10.0979805,26.989668,-8.893562,11.549903,-14.186556,A clogged pipe someone is draining and cleaning.,A person is rolling a wagon on the sidewalk.,A person offers a bike down the sidewalk and the chain squeaks.,Someone is draining and cleaning a clogged pipe,Someone is rolling a wagon on the sidewalk.
949,-105.94591,116.75867,-28.52234,1.5874741,-44.32759,6.5453644,-14.266761,8.449447,-22.599894,4.818745,-15.646189,-0.547638,-9.017107,A large group of people are talking and a man is yelling as a scanner beeps.,A large group of people are talking while a man is yelling and a scanner beeps.,"As people chat, their conversation is punctuated by the beep of someone scanning an item in a store.",People are chatting in conversation punctuated by the beep of someone scanning an item in a store.,People talking while waiting at a bus station for the bus to pull in.
950,-119.57639,86.57724,-14.131864,-27.691412,23.295927,6.607714,-0.09165333,0.7671174,-11.91311,13.5676775,-12.351341,15.183455,-18.097311,"A car moves, and makes a hissing sound.",A car with a hissing part is moving,The bicycle wheels of a child whir while the wind blows in the background.,A motor running and whirling by has some skips in it.,A motor runs and whirls and skips a few times.
951,-367.90768,86.18021,-0.5860463,21.247925,12.37675,22.971752,3.3751948,11.136363,1.2735957,8.749244,-1.8215501,7.664341,-2.4796252,A person on a hard floor is walking back and forth.,"A person skips on a hard surface, then walks lightly before finally running and jumping.","A person skips on a hard surface, then walks lightly, then runs and jumps.",A person walking back and forth on a hard floor.,Something is banging on the floor sometimes slow and sometimes fast.
952,-232.58124,-65.08341,-59.616802,-2.2099135,-49.3715,7.8561926,-29.186102,0.5905128,-9.663371,7.266754,-13.304432,10.009805,-15.793369,Birds singing while stiff breezes blows through the trees and the leaves,"Rain falls gently all around, but the chirping of birds is very loud.",Rain falls lightly throughout and birds chirp loudly.,The different birds are chirping inside the jungle.,birds singing as a stiff breezes blows through the trees and the leaves
953,-392.21164,90.1826,-56.07533,18.66916,-40.66874,7.05525,-20.994936,8.5894,-3.1408699,4.9636006,-5.313024,13.475322,-3.7698364,"Men and women cheer, laugh and chat at an event.","People are milling around in a large hall or complex with laughter, chatting, and general background noise.","People at an event create a lot of noise from cheering, laughing, and chatting.","People milling around in a large hall or complex with laughter, chatting and general background noise.",a group of people gathered indoors laughing and talking
954,-124.87607,146.48155,-26.474733,38.114555,19.280872,5.0094943,6.841358,16.250214,-13.882103,10.236093,-0.42217177,3.0749037,-14.424429,Air and wind rushing by while an airplane is in flight.,An airplane is in flight and air and wind is rushing by.,"An almost silent whirring, but without any sort of breeze blowing by.",The car hums on a quiet sunny morning.,The motors of machines and their engines whirl and whine mechanically.
955,-83.987946,65.31409,-81.21644,-9.991212,-55.780724,-8.152833,-34.84619,-1.7056878,-24.738417,-0.34557754,-26.283533,-1.7207526,-23.889938,A large crowd is chatting outside as a person is stepping through puddles.,A crowd is chatting swimming in a large indoor swimming pool.,"Indoors, large swimming pool, people talking, swimming, swimmer getting closer to an observer.","People are swimming near a waterfall, while birds chirp in the distance.","Rain falls, a person walks in the rain, music plays, and people talk."
956,-87.92408,101.8841,-11.581227,17.55038,-8.906085,13.684584,-12.03363,13.020773,-9.812507,10.045788,-15.017956,6.1621914,-14.584195,"Outdoors, wind causes large and small ocean waves at the coastline.","Outdoors, wind, large and small ocean waves at coastline.",The side of a dock is pounded by waves from the ocean,The wind blowing while waves are crashing in the background.,The wind is blowing while waves crash in the background.
957,-222.0941,173.26807,-32.12447,-8.963369,-6.60065,11.21835,-14.507039,5.7854476,-14.31968,4.805454,-14.030977,1.8614051,-14.661661,Birds chirp and a city quakes in the distance.,Birds sing in the trees as an airplane drones overhead.,Birds sing their song over the roar of a bustling city.,Someone is tapping on wood in the background and a bird caws,Someone is tapping on wood in the background as a bird caws.
958,-123.78274,160.94188,-24.210794,13.399631,-6.2248774,7.864475,-12.13555,4.5658784,-4.129538,13.004403,-4.678116,6.5285015,-1.7739905,A train is moving down railroad tracks and air is moving through a confined space nearby.,A train is passing by at a steady pace,A train quakes on a railroad track and the sound increases in intensity.,A train rumbles on a track and grows in volume.,Heavy machinery is thumping and gears are spinning.
959,-476.1951,94.982925,-16.844835,3.7112982,-8.26378,12.802491,-14.0443125,8.018199,-7.1362004,13.423626,0.28455472,5.556288,-1.9053593,A percussive instrument is being plucked up and down at various speeds,"Drumming the sides of the mouth while opening and closing the mouth, someone makes a popping sound.","Mouth open, a man makes a rhythmic pop by flicking the side of his mouth.",Someone beating the side of his mouth with mouth opened to make rhythm,Someone making popping sounds by drumming on the side of the face while opening and closing their mouth.
960,-155.18617,174.65988,-36.87229,7.2174044,26.800539,25.513407,8.374203,17.58009,8.867392,9.875727,1.105354,7.377483,-0.8481325,Noisy street drones on as voices of few kids and adults stand out from the background.,"In the distance traffic is flowing and nearby, people are conversing.","Loud ambient hum, with children and adults speaking in fragments in the background.","People are talking next to a highway, a person opens a door.",The room has a loud ambient hum as children and adults speak in the background
961,-121.58986,135.53174,-28.78516,28.502155,16.364466,28.800907,15.353246,7.1954665,-13.186282,14.684684,-19.91536,11.120223,-3.6894526,A vehicle is rattling and gets louder or quieter when it speeds up or slows down.,A wooden wheel is turning and it is speeding up and slowing down.,"A wooden wheel is turning, speeding up and slowing down.",People converse and rattle objects as a motor runs,The rattling of a vehicle is increasing in volume and then quiets down as it oscillates.
962,-318.5523,-14.4103365,-22.182304,3.966389,-19.655233,26.92315,-5.5033298,-11.512144,-17.065607,17.94075,-13.067643,-2.6728806,-17.236782,A radio is switched on and the tuner is moved and then held to create the maximum amount of static.,A radio is turned on and the tuner is held at the same point emitting static.,"After a click, a buzzing is constant and scratchy.",Someone is welding two metal pieces together using equipment.,a person is welding two pieces of metal on a machine
963,-74.06139,154.99744,-18.624956,24.904047,-33.733433,9.715566,-3.806571,10.276038,-4.134105,7.491156,-11.180184,9.914157,-5.7636456,Something is being said in the background as people murmur in the foreground.,Amplified and reverberating talking is occurring while occasionally in the foreground a man and woman speak softly and indistinctly.,The silence of the large hall was broken with the echos of chatter.,Announcements are being made over a loudspeaker while people are talking in the foreground.,Announcements being made over a loudspeaker while people are talking in the foreground.
964,-395.6185,62.48063,17.28817,55.53786,5.740083,30.824253,7.542234,17.804163,5.1145782,12.105494,2.2349188,8.93963,-0.42265883,A crackling static similar to record player feedback,A record is left spinning on the player after all the songs have ended.,Crackling static similar to record player is causing feedback.,a very hot fire has been made out doors and is burning fast,television tuning sound along with volume adjustment sound
965,-210.73666,35.101513,-79.049965,11.119602,-25.966736,5.7553973,-20.2367,-4.9342976,-10.251206,8.868074,-14.862864,3.4994788,-8.913062,"Chickens are making clucking noises, while someone is gathering the eggs.",Chickens are marking noises while rain is falling.,Multiple chickens are clucking in an enclosure whilst a person is moving about.,"Multiple chickens clucking in a chicken cage, person moving around in chicken cage.",Rain is falling while the chickens make noises.
966,-312.71613,39.826122,-104.96597,3.229787,-29.026241,-10.1996975,-28.77565,5.644825,-21.071604,3.2765512,-18.30451,3.4309633,-13.646533,A lot of people are applauding and then the clapping fades as time passes.,Applause resounds until it finally comes to a halt.,People applaud and the clap fades as time goes on.,"People applauding, gradually coming to a stop, except one person continues to clap slowly and then to a halt.",a group of people clapping or applauding at an event
967,-179.28908,65.285385,-74.122665,16.53608,-7.4236946,4.132872,-12.303315,3.9442208,-17.637468,1.5111157,-14.597892,1.6756889,-10.684387,A group of people clapping and chanting for someone,People are clapping and whistling after a performance.,People clap their hands and two people whistle.,"Starting out very robust, the applause, cheers, and whistles faded out over time as the game played out.",The people are clapping and whistling after a performance.
